,exp_grp,exp_name,exp_has_peptide,exp_sta_conc,exp_cell_count,exp_rep,xbin,value
659,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,08,3.49227412906554
660,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,09,3.849479745261084
661,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,01,3.9270666771678675
662,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,02,3.749814322113971
663,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,03,3.725439489961946
664,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,04,3.691855259879068
665,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,05,3.660641166569561
666,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,06,3.637326776818551
667,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,07,3.6702462081829474
668,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,08,3.7442897280570855
669,20190830-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,09,4.0
670,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,01,3.8059641095975496
671,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,02,3.664718228005106
672,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,03,3.5433808397500925
673,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,04,3.466084210520774
674,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,05,3.539854685468755
675,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,06,3.7692131255159813
676,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,07,3.5765000518048202
677,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,08,3.653996534895014
678,20190830-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,09,3.7795865652834486
679,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,02,3.8232650602461686
680,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,03,3.5667850660928457
681,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,04,3.7597426359728185
682,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,05,3.9335061589812215
683,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,06,3.8918445885037727
684,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,07,3.7120775158790575
685,20190830-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,08,3.7134704405400796
686,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,01,3.954353353584052
687,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,02,3.575606188254218
688,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,03,3.504983350700526
689,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,04,3.5432778895567534
690,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,05,3.601704401733775
691,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,06,3.6049115397814644
692,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,07,3.6242813555874585
693,20190830-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,08,3.588681180277915
694,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,00,3.845880029698339
695,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,01,3.5206527238770193
696,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,02,3.677438263728726
697,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,03,3.6302401888701845
698,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,04,3.5523497701435476
699,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,05,3.451823786739931
700,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,06,3.4438971274913763
701,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,07,3.469319517909972
702,20190830-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,08,3.49798658754126
703,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,01,3.651664858536589
704,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,02,3.760352977887315
705,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,03,3.763882013656961
706,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,04,3.665635247287468
707,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,05,3.792140156326628
708,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,06,3.706211956918365
709,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,07,3.885098845058996
710,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,08,3.919191753983445
711,20190830-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,09,3.9866538169315398
712,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,02,3.6719363877296884
713,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,03,3.7429431627457137
714,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,04,3.44095584111425
715,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,05,3.6570315379308007
716,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,06,3.5504354177796924
717,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,07,3.573184293609324
718,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,08,3.7855116412860856
719,20190830-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,09,3.9573918633300926
720,20190830-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,01,3.546751323447384
721,20190830-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,02,3.608980464198781
722,20190830-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,03,3.5160284235039843
723,20190830-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,04,3.3537073628148826
724,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,02,3.439864776416039
725,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,03,3.4657639917973384
726,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,04,3.4103938547960064
727,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,05,3.4452104658436333
728,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,06,3.4470118197123276
729,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,07,3.4210783223437624
730,20190830-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,08,3.499727338104011
731,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,01,3.286160178150754
732,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,02,3.277380689251305
733,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,03,3.3503820760314493
734,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,04,3.394314747261626
735,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,05,3.496098013428123
736,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,06,3.3657138074033677
737,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,07,3.401805207502109
738,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,08,3.4585230064821846
739,20190830-co-culture,1000kT-0uM-np-XY03-3,No Peptide,0.000uM,01.00mT,r3,09,3.7387742195580467
740,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,01,3.6657312603492973
741,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,02,3.5499055289479258
742,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,03,3.6528912785896117
743,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,04,3.8282412481804196
744,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,05,3.878002876642321
745,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,06,3.7636301358324133
746,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,07,3.850301476090011
747,20190830-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,08,4.0
748,20190830-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,01,3.7404224034976945
749,20190830-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,02,3.783681936446877
750,20190830-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,03,3.7879797894972995
751,20190830-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,04,3.818311649894712
752,20190830-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,05,4.0
753,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,01,3.8736771274380306
754,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,02,3.826631616840817
755,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,03,3.8167235258341257
756,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,04,3.838670838869364
757,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,05,3.899145879191447
758,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,06,3.993611212812464
759,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,07,3.928619681481938
760,20190830-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,08,3.8540690266662887
761,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,01,3.5646753787870185
762,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,02,3.3974517246290152
763,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,03,3.451982910157956
764,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,04,3.3111006448560567
765,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,05,3.4270640057582265
766,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,06,3.236919916957253
767,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,07,3.37451555233505
768,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,08,3.468570695193494
769,20190830-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,09,3.5250713843404826
770,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,01,3.724764351817605
771,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,02,3.618956420072765
772,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,03,3.4782818459432514
773,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,04,3.5944457274004464
774,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,05,3.7174886059544012
775,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,06,3.690280078052937
776,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,07,3.685858082105299
777,20190830-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,08,3.686569997610256
778,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,01,3.609325100731988
779,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,02,3.4175899048388825
780,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,03,3.321339926863878
781,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,04,3.32315479585799
782,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,05,3.4229677670974032
783,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,06,3.3755446483365477
784,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,07,3.488163959523735
785,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,08,3.5100894444211304
786,20190830-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,09,3.697770049719094
787,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,03,2.8622276496727244
788,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,04,3.743041680756672
789,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,05,3.837196255243375
790,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,06,3.899659885599235
791,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,07,3.887918358655479
792,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,08,3.920744825174574
793,20190830-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,09,4.0
794,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,00,4.0
795,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,01,3.9806975041881203
796,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,02,3.864864698234693
797,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,03,3.8426579308184947
798,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,04,3.849555249013985
799,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,05,3.841492085015066
800,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,06,3.8515435489178715
801,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,07,3.963933825940122
802,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,08,3.9544659868089953
803,20190830-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,09,4.0
804,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,01,3.6025535210596598
805,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,02,3.6267258350852383
806,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,03,3.486220852087671
807,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,04,3.585653698383122
808,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,05,3.566739718576908
809,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,06,3.487685504382265
810,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,07,3.6487515530449115
811,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,08,3.717707537064297
812,20190830-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,09,3.934247916836116
813,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,01,3.297028333702773
814,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,02,3.3264414803153266
815,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,03,3.37599993350917
816,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,04,3.2457083127289357
817,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,05,3.4122340843071326
818,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,06,3.374051786169382
819,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,07,3.51332793005986
820,20190830-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,08,3.510009690889889
821,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,01,3.3997638951890594
822,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,02,3.3696122422937935
823,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,03,3.346022503385389
824,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,04,3.2481693999794756
825,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,05,3.3451831289641283
826,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,06,3.435212098316754
827,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,07,3.41082329976758
828,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,08,3.515351120217877
829,20190830-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,09,3.848178331352901
830,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,00,3.2327682226426204
831,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,01,3.311277105532828
832,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,02,3.258055624171768
833,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,03,3.245931590988687
834,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,04,3.2160101702976447
835,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,05,3.305973484961071
836,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,06,3.36359685423024
837,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,07,3.450971904308898
838,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,08,3.5533390804447613
839,20190830-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,09,3.6897010406124564
840,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,00,4.0
841,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,01,3.8943949091229855
842,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,02,3.8475667694410283
843,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,03,3.8800175298658472
844,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,04,4.0
845,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,05,3.890456980301539
846,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,06,3.935762053894249
847,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,07,3.9190215170243445
848,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,08,3.9347557832184745
849,20190830-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,09,4.0
850,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,03,3.95663002654854
851,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,04,4.0
852,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,05,3.9845918920234937
853,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,06,3.8907357519432586
854,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,07,3.8859692049018504
855,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,08,3.883724125929903
856,20190830-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,09,3.9635241423240912
857,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,01,3.9769572637201827
858,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,02,3.832627609679757
859,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,03,3.846728342374858
860,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,04,3.806303274297715
861,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,05,3.793812058620978
862,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,06,3.865782210327187
863,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,07,3.7094711305108716
864,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,08,3.843169328904465
865,20190830-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,09,3.9846546990906355
866,20191003-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,03,3.7342144263803894
867,20191003-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,04,3.702513498489612
868,20191003-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,05,3.790868454001181
869,20191003-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,06,3.6826338877838958
870,20191003-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,07,3.6576364233959904
871,20191003-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,08,3.5929608077555124
872,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,01,3.8911261397408854
873,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,03,3.595914456187057
874,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,04,3.6333958475865002
875,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,05,3.5461152831217406
876,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,06,3.662310154827841
877,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,07,3.5018204658234136
878,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,08,3.79926286756846
879,20191003-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,09,3.71412595122742
880,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,01,3.4226550268250397
881,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,02,3.4840782209190317
882,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,03,3.5215252674667528
883,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,04,3.5776112198758403
884,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,05,3.670220120268879
885,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,06,3.737080827938649
886,20191003-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,07,3.6282316891743087
887,20191003-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,01,3.7416606440281828
888,20191003-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,02,3.825730976554815
